Reason,Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Waitlist Emails (product.metafields.custom.waitlist_emails),Art style (product.metafields.shopify.art-style),Carry options (product.metafields.shopify.carry-options),Color (product.metafields.shopify.color-pattern),Genre (product.metafields.shopify.genre),Media format (product.metafields.shopify.media-format),Neckline (product.metafields.shopify.neckline),Orientation (product.metafields.shopify.orientation),Sleeve length type (product.metafields.shopify.sleeve-length-type),Theme (product.metafields.shopify.theme),Tote handle type (product.metafields.shopify.tote-handle-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
no description; no image,american-pie-dvd-floor-sale-comedy,American Pie,,DVD,Media > Videos,,"Comedy, DVD, Floor Sale, Formatted",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,50785018,,,,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no description; no image,american-pie-dvd-rental-comedy,American Pie,,DVD,Media > Videos,,"Comedy, DVD, Formatted, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,96238330,,,,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no description; no image,american-psycho-dvd-floor-sale-thriller,American Psycho,,DVD,Media > Videos,,"DVD, Floor Sale, Formatted, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,21818618,,,,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
no image,americas-great-national-parks-yosemite-yellowstone-grand-canyon-vhs-vcr-tapes,America's Great National Parks Yosemite Yellowstone Grand Canyon Vhs Vcr Tapes,"<p>Experience the majesty of the wilderness with this vintage collection of VHS tapes featuring breathtaking footage of iconic landscapes and natural wonders. These informative tapes offer an immersive look at some of the most celebrated outdoor destinations, making them a perfect addition for nostalgia lovers and collectors of physical media. Viewers can enjoy high-quality cinematography and historical perspectives on the preservation of these scenic treasures from the comfort of their own living room.</p>",VHS,Media > Videos,,"Floor Sale, Formatted, Kids & Family, VHS",false,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,191-VHSAME-50-001A,,,,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,draft
no description; no image,amor-bandido-dvd-rental-thriller,Amor Bandido,,DVD,Media > Videos,,"DVD, Formatted, Rental, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,95892218,,,,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
no description; no image,an-affair-to-remember-vhs-rental-drama,An Affair to Remember,,VHS,Media > Videos,,"Drama, Formatted, Rental, VHS",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,07598330,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no description; no image,an-all-dogs-christmas-christmas-carol-dvd-rental-holiday,An All Dogs Christmas / Christmas Carol,,DVD,Media > Videos,,"DVD, Formatted, Holiday, Rental",true,Genre,Holiday,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,64464378,,,,false,,,,,,,holiday,,,,,,,,,,,,lb,,,active
no description; no image,an-american-in-paris-vhs-floor-sale-musical,An American in Paris,,VHS,Media > Videos,,"Floor Sale, Formatted, Musical, VHS",true,Genre,Musical,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,76922874,,,,false,,,,,,,musical,,,,,,,,,,,,lb,,,active
no image,an-american-summer-vhs,An American Summer [vhs],"<p>Divorcing Chicago parents send their only son to live with his aunt in Los Angeles for the summer, where he befriends a local, learns to surf, gets a girlfriend, and witnesses a murder.</p>",VHS,Media > Videos,,"Drama, Formatted, Rental, VHS",false,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-VHSNMR-50-001A,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no description; no image,an-american-werewolf-in-london-standard-edition-blu-ray-bluray-floor-sale-horror,An American Werewolf In London: Standard Edition [BLU-RAY],,Blu-ray,,,"Floor Sale, Horror",true,Genre,Horror,,,,,,,,,0.0,shopify,3,deny,manual,38.00,,true,true,,,,,93156602,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no description; no image,an-american-werewolf-in-london-uhd-standard-edition-4k-ultra-hd-4k-floor-sale-horror,An American Werewolf In London [UHD Standard Edition] [4K Ultra HD],,4K,,,"Floor Sale, Horror",true,Genre,Horror,,,,,,,,,0.0,shopify,2,deny,manual,45.00,,true,true,,,,,91747578,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no description; no image,an-ideal-husband-vhs-floor-sale-comedy,An Ideal Husband,,VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,11575034,,,,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no description; no image,an-officer-and-a-gentleman-vhs-rental-drama,An Officer and a Gentleman,,VHS,Media > Videos,,"Drama, Formatted, Rental, VHS",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,02224378,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no description; no image,and-god-created-woman-vhs,And God Created Woman,,VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,97498362,,,,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no description; no image,and-she-was-vhs-rental-drama,And She Was,,VHS,Media > Videos,,"Drama, Formatted, Rental, VHS",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,79971322,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no description,andrea-bocelli-dvd,Andrea Bocelli,,DVD,Media > Videos,,"DVD, Floor Sale, Formatted, Musical",true,Genre,Musical,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,63787770,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/t4RJ1bK86Rf8Ta34PwHrFJws9H4.jpg?v=1787922971,1,Andrea Bocelli (2019) poster,false,,,,,,,musical,,,,,,,,,,,,lb,,,active
no description; no image,angels-in-america-dvd-rental-drama,Angels in America,,DVD,Media > Videos,,"Drama, DVD, Formatted, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,42467578,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no description; no image,anger-of-the-dead-dvd-rental-horror,Anger of the Dead,,DVD,Media > Videos,,"DVD, Formatted, Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,35989498,,,,false,,,,,,,horror,,,,,,,,,,,,lb,,,active
no image,angie-vhs-rental-comedy,Angie,<p></p>,VHS,,,"Comedy, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,24634874,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no description; no image,animal-house-vhs-floor-sale-comedy,Animal House,,VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,true,true,,,,,36208634,,,,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no description; no image,animatrix-dvd,Animatrix,,DVD,Media > Videos,,"DVD, Floor Sale, Formatted, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,38738170,,,,false,,,,,,,sci-fi,,,,,,,,,,,,lb,,,active
no description; no image,anna-dvd-rental-thriller,Anna,,DVD,Media > Videos,,"DVD, Formatted, Rental, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,47754490,,,,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
no description; no image,anna-karenina-dvd,Anna Karenina,,DVD,Media > Videos,,"Drama, DVD, Floor Sale, Formatted",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,63689466,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no description; no image,annapolis-dvd-rental-drama,Annapolis,,DVD,Media > Videos,,"Drama, DVD, Formatted, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,01375482,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no description; no image,annie-dvd-rental-musical,Annie,,DVD,Media > Videos,,"DVD, Formatted, Musical, Rental",true,Genre,Musical,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,28696058,,,,false,,,,,,,musical,,,,,,,,,,,,lb,,,active
no description; no image,annihilation-bluray,Annihilation,,Blu-Ray,Media > Videos,,"Blu-Ray, Floor Sale, Formatted, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,43635450,,,,false,,,,,,,sci-fi,,,,,,,,,,,,lb,,,active
no image,another-9-1-2-weeks-vhs-floor-sale-drama,Another 9 1/2 Weeks,<p></p>,VHS,,,"Drama, Floor Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,58861306,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no description; no image,another-chance-vhs,Another Chance,,VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,97924346,,,,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no image,antonias-line-vhs-floor-sale-drama,Antonia's Line,<p></p>,VHS,,,"Drama, Floor Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,02172666,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no description; no image,antony-and-cleopatra-dvd,Antony and Cleopatra,,DVD,Media > Videos,,"Drama, DVD, Floor Sale, Formatted",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,63722234,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no image,any-given-sunday-vhs-rental-drama,Any Given Sunday,<p></p>,VHS,,,"Drama, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,69319674,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no image,anywhere-but-here-vhs-floor-sale-comedy,Anywhere But Here,<p></p>,VHS,,,"Comedy, Floor Sale",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,72090874,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no image,apocalypto-dvd-rental-action,Apocalypto,<p></p>,DVD,,,"Action, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,51995130,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no description; no image,aquaman-bluray,Aquaman,,4K,Media > Videos,,"4K, Action, Floor Sale, Formatted",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,23728122,,,,false,,,,,,,action,,,,,,,,,,,,lb,,,active
no description; no image,aquaman-dvd-rental-action,Aquaman,,DVD,Media > Videos,,"Action, DVD, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,19927034,,,,false,,,,,,,action,,,,,,,,,,,,lb,,,active
no image,arachnid-vhs-rental-sci-fi,Arachnid,<p></p>,VHS,,,"Rental, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,69024762,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no image,area-51-secrets-of-dreamland,Area 51 Secrets of Dreamland,"<p>This vintage documentary tape offers an in-depth investigation into the world's most famous classified military installation and its surrounding mythology. Viewers are treated to grainy footage, whistleblower interviews, and compelling theories regarding extraterrestrial technology and experimental aircraft. It is a must-have collectible for enthusiasts of government conspiracies and classic mid-nineties paranormal media.</p>",VHS,Media > Videos,,"Documentary, Floor Sale, Formatted, VHS",false,Genre,Documentary,,,,,,,,,0.0,shopify,1,deny,manual,10.00,,true,true,,,,,191-VHSARE-001A,,,,false,,,,,,,documentary,,,,,,,,,,,,lb,,,draft
no description; no image,argo-bluray,Argo,,Blu-Ray,Media > Videos,,"Action, Blu-Ray, Floor Sale, Formatted",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,15503354,,,,false,,,,,,,action,,,,,,,,,,,,lb,,,active
no image,arlington-road-vhs-1999-jeff-bridges-tim-robbins,"Arlington Road (vhs, 1999) Jeff Bridges, Tim Robbins",<p>This versatile utility jacket features a rugged water-resistant construction and a timeless silhouette suitable for any outdoor adventure. Multiple secure pockets and a breathable lining provide the perfect balance of functionality and comfort for daily wear. Its durable design ensures long-lasting style while offering a sophisticated layer for transitional weather.</p>,VHS,Media > Videos,,"Action, Floor Sale, Formatted, VHS",false,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,191-NKNARL-50-001A,,,,false,,,,,,,action,,,,,,,,,,,,lb,,,draft
no description; no image,armageddon-dvd,Armageddon,,DVD,Media > Videos,,"Action, DVD, Floor Sale, Formatted",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,15536122,,,,false,,,,,,,action,,,,,,,,,,,,lb,,,active
no description; no image,armageddon-dvd-rental-action,Armageddon,,DVD,Media > Videos,,"Action, DVD, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,97363194,,,,false,,,,,,,action,,,,,,,,,,,,lb,,,active
no description; no image,armageddon-vhs-floor-sale-sci-fi,Armageddon,,VHS,Media > Videos,,"Floor Sale, Formatted, Sci-Fi, VHS",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,78449146,,,,false,,,,,,,sci-fi,,,,,,,,,,,,lb,,,active
no image,around-the-bend-vhs-rental-drama,Around the Bend,<p></p>,VHS,,,"Drama, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,82909178,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no description; no image,arrival-bluray,Arrival,,Blu-Ray,Media > Videos,,"Blu-Ray, Floor Sale, Formatted, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,15470586,,,,false,,,,,,,sci-fi,,,,,,,,,,,,lb,,,active
no description; no image,arthur-vhs,Arthur,,VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,32953082,,,,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no description; no image,as-good-as-it-gets-dvd-rental-romantic-comedy,As Good As It Gets,,DVD,Media > Videos,,"DVD, Formatted, Rental, Romantic Comedy",true,Genre,Romantic Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,62655994,,,,false,,,,,,,romantic-comedy,,,,,,,,,,,,lb,,,active
no description; no image,as-good-as-it-gets-vhs-rental-comedy,As Good As It Gets,,VHS,Media > Videos,,"Comedy, Formatted, Rental, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,10310138,,,,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no description; no image,at-home-with-the-webbers-vhs-floor-sale-comedy,At Home With the Webbers,,VHS,,,"Comedy, Floor Sale",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,47793658,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no description; no image,atl-dvd-rental-drama,ATL,,DVD,Media > Videos,,"Drama, DVD, Formatted, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,85912058,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no description; no image,atonement-dvd,Atonement,,DVD,Media > Videos,,"Drama, DVD, Floor Sale, Formatted",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,34675450,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no description; no image,australia-dvd,Australia,,DVD,Media > Videos,,"Drama, DVD, Floor Sale, Formatted",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,34380538,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no description; no image,avatar-bluray-rental-sci-fi,Avatar,,Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Rental, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,83303162,,,,false,,,,,,,sci-fi,,,,,,,,,,,,lb,,,active
no description; no image,avatar-extended-bluray,Avatar (Extended),,Blu-Ray,Media > Videos,,"Blu-Ray, Floor Sale, Formatted, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,23760890,,,,false,,,,,,,sci-fi,,,,,,,,,,,,lb,,,active
no description; no image,aviator-bluray-rental-drama,Aviator,,Blu-Ray,Media > Videos,,"Blu-Ray, Drama, Formatted, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,82909946,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no image,b-a-d-cats,B.A.D. Cats,"<p>Nick Donovan (Brauner) and Ocee James (Hanks) were two former race car drivers who joined the Los Angeles Police Department as part of the ""B.A.D. C.A.T."" Squad (a double acronym for ""Burglary Auto Detail–Commercial Auto Theft""). Using their superior driving skills, the two mainly saw fit to run the bad guys off the road rather than question them. Their superior, Captain Nathan (Vic Morrow) publicly chastised the two, but privately encouraged their ""loose cannon"" style. Officer Samantha Jensen (Pfeiffer) would occasionally lend a hand when a more feminine approach was called for. Also seen were Ma (LaWanda Page), who owned a bar which the boys frequented, and Rodney (Jimmie Walker), a former car thief trying to get on the straight and narrow.</p>",VHS,Media > Videos,,"Action, Floor Sale, Formatted, VHS",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,12.00,,true,true,,,,,191-BDCBAD-50-001A,,,,false,,,,,,,action,,,,,,,,,,,,lb,,,active
no image,babe-pig-in-the-city-vhs-rental-kids-family,Babe Pig in the City,<p></p>,VHS,,,"Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,69212154,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no description; no image,babe-vhs,Babe,,VHS,Media > Videos,,"Floor Sale, Formatted, Kids & Family, VHS",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,35166714,,,,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
no description; no image,babe-vhs-rental-kids-family,Babe,,VHS,Media > Videos,,"Formatted, Kids & Family, Rental, VHS",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,17945082,,,,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
no description; no image,babes-in-toyland-vhs-floor-sale-holiday,Babes in Toyland,,VHS,Media > Videos,,"Floor Sale, Formatted, Holiday, VHS",true,Genre,Holiday,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,true,true,,,,,01060858,,,,false,,,,,,,holiday,,,,,,,,,,,,lb,,,active
no image,baby-boom-vhs-rental-comedy,Baby Boom,<p></p>,VHS,,,"Comedy, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,82614266,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no description; no image,bachelor-party-vhs-floor-sale-comedy,Bachelor Party,,VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,79038970,,,,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no description; no image,back-to-the-future-vhs-floor-sale-sci-fi,Back to the Future,,VHS,Media > Videos,,"Floor Sale, Formatted, Sci-Fi, VHS",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,12.00,,true,true,,,,,06891770,,,,false,,,,,,,sci-fi,,,,,,,,,,,,lb,,,active
no description,backdraft-dvd-rental-action,Backdraft,,DVD,Media > Videos,,"Action, DVD, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,58959354,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/bymJtYNIdiAiBR1LRetaJXbfryc.jpg?v=1787921441,1,Backdraft (1991) poster,false,,,,,,,action,,,,,,,,,,,,lb,,,active
no description,backdraft-vhs,Backdraft,,VHS,Media > Videos,,"Action, Floor Sale, Formatted, VHS",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,55615994,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/bymJtYNIdiAiBR1LRetaJXbfryc_f58055f9-d086-4500-a697-2841bf99ad8e.jpg?v=1787922912,1,Backdraft (1991) poster,false,,,,,,,action,,,,,,,,,,,,lb,,,active
no description; no image,backrooms-cultcave-vhs-floor-sale-horror,Backrooms (Cult Cave),,VHS,,,"Floor Sale, Horror",true,Genre,Horror,,,,,,,,,0.0,shopify,4,deny,manual,36.00,,true,true,,,,,50414330,,,,false,,,,,,,,,,,,,,,,,,,lb,,15.00,active
no description; no image,bad-girls-vhs,Bad Girls,,VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,97334522,,,,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no image,bad-seed-vhs-rental-thriller,Bad Seed,<p></p>,VHS,,,"Rental, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,25552378,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no image,bad-trip-vhs-floor-sale-comedy,Bad Trip,<p></p>,VHS,,,"Comedy, Floor Sale",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,58468090,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no description; no image,ballistic-ecks-vs-sever-vhs-floor-sale-action,Ballistic Ecks Vs Sever,,VHS,Uncategorized,,"Action, Floor Sale",true,Genre,Action,,,,,,,,,0.0,shopify,2,deny,manual,5.00,,true,true,,,,,81110778,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no description; no image,bambi-vhs-floor-sale-kids-family,Bambi,,VHS,Media > Videos,,"Floor Sale, Formatted, Kids & Family, VHS",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,40160762,,,,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
no description; no image,bambi-vhs-rental-kids-family,Bambi,,VHS,Media > Videos,,"Formatted, Kids & Family, Rental, VHS",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,32781050,,,,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
no description; no image,bananas-dvd-rental-comedy,Bananas,,DVD,Media > Videos,,"Comedy, DVD, Formatted, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,20493050,,,,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no description; no image,bananas-vhs-floor-sale-comedy,Bananas,,VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,03927034,,,,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
